Paper ID,Order,Type,Title,Authors
678,538,AP,Analyzing Semantic Segmentation Using Hybrid Human-Machine CRFs,Roozbeh Mottaghi@ Sanja Fidler@ Jian Yao@ Raquel Urtasun@ Devi Parikh
2169,539,AP,Nonparametric Scene Parsing with Adaptive Feature Relevance and Semantic Context,Gautam Singh@ Jana Kosecka
621,540,AP,Sketch Tokens: A Learned Mid-level Representation for Contour and Object Detection,Joseph J. Lim@ C. Lawrence Zitnick@ Piotr Dollár
1639,541,AP,Saliency Detection via Graph-Based Manifold Ranking,Chuan Yang@ Lihe Zhang@ Huchuan Lu@ Xiang Ruan@ Ming-Hsuan Yang
951,542,AP,Maximum Cohesive Grid of Superpixels for Fast Object Localization,Liang Li@ Wei Feng@ Liang Wan@ Jiawan Zhang
735,543,AP,Accurate Localization of 3D Objects from RGB-D Data Using Segmentation Hypotheses,Byung-Soo Kim@ Shili Xu@ Silvio Savarese
754,544,AP,Efficient Maximum Appearance Search for Large-Scale Object Detection,Qiang Chen@ Zheng Song@ Rogerio Feris@ Ankur Datta@ Liangliang Cao@ Zhongyang Huang@ Shuicheng Yan
1175,545,AP,Single-Pedestrian Detection Aided by Multi-pedestrian Detection,Wanli Ouyang@ Xiaogang Wang
1290,546,AP,Robust Object Co-detection,Xin Guo@ Dong Liu@ Brendan Jou@ Mojun Zhu@ Anni Cai@ Shih-Fu Chang
405,547,AP,Integrating Grammar and Segmentation for Human Pose Estimation,Brandon Rothrock@ Seyoung Park@ Song-Chun Zhu
1176,548,AP,Modeling Mutual Visibility Relationship in Pedestrian Detection,Wanli Ouyang@ Xingyu Zeng@ Xiaogang Wang
1143,549,AP,Learning to Detect Partially Overlapping Instances,Carlos Arteta@ Victor Lempitsky@ J. Alison Noble@ Andrew Zisserman
790,550,AP,Looking Beyond the Image: Unsupervised Learning for Object Saliency and Detection,Parthipan Siva@ Chris Russell@ Tao Xiang@ Lourdes Agapito
1025,551,AP,Histograms of Sparse Codes for Object Detection,Xiaofeng Ren@ Deva Ramanan
933,552,AP,Efficient Detector Adaptation for Object Detection in a Video,Pramod Sharma@ Ram Nevatia
1487,553,AP,A Lazy Man&#8217;s Approach to Benchmarking: Semisupervised Classifier Evaluation and Recalibration,Peter Welinder@ Max Welling@ Pietro Perona
113,554,AP,Fast Object Detection with Entropy-Driven Evaluation,Raphael Sznitman@ Carlos Becker@ François Fleuret@ Pascal Fua
909,555,AP,Discriminatively Trained And-Or Tree Models for Object Detection,Xi Song@ Tianfu Wu@ Yunde Jia@ Song-Chun Zhu
1563,556,AP,Occlusion Patterns for Object Class Detection,Bojan Pepikj@ Michael Stark@ Peter Gehler@ Bernt Schiele
1700,557,AP,Bottom-Up Segmentation for Top-Down Detection,Sanja Fidler@ Roozbeh Mottaghi@ Alan Yuille@ Raquel Urtasun
1073,558,AP,Composite Statistical Inference for Semantic Segmentation,Fuxin Li@ Joao Carreira@ Guy Lebanon@ Cristian Sminchisescu
2141,559,AP,Multi-attribute Queries: To Merge or Not to Merge?,Mohammad Rastegari@ Ali Diba@ Devi Parikh@ Ali Farhadi
2006,560,AP,Local Fisher Discriminant Analysis for Pedestrian Re-identification,Sateesh Pedagadi@ James Orwell@ Sergio Velastin@ Boghos Boghossian
1004,561,AP,Explicit Occlusion Modeling for 3D Object Class Representations,M. Zeeshan Zia@ Michael Stark@ Konrad Schindler
447,562,AP,Incorporating Structural Alternatives and Sharing into Hierarchy for Multiclass Object Recognition and Detection,Xiaolong Wang@ Liang Lin@ Lichao Huang@ Shuicheng Yan
880,563,AP,Articulated Pose Estimation Using Discriminative Armlet Classifiers,Georgia Gkioxari@ Pablo Arbeláez@ Lubomir Bourdev@ Jitendra Malik
757,564,AP,Sparse Output Coding for Large-Scale Visual Recognition,Bin Zhao@ Eric P. Xing
727,565,AP,From N to N+1: Multiclass Transfer Incremental Learning,Ilja Kuzborskij@ Francesco Orabona@ Barbara Caputo
1049,566,AP,What&#8217;s in a Name? First Names as Facial Attributes,Huizhong Chen@ Andrew C. Gallagher@ Bernd Girod
1795,567,AP,Kernel Null Space Methods for Novelty Detection,Paul Bodesheim@ Alexander Freytag@ Erik Rodner@ Michael Kemmler@ Joachim Denzler
1706,568,AP,Expressive Visual Text-to-Speech Using Active Appearance Models,Robert Anderson@ Björn Stenger@ Vincent Wan@ Roberto Cipolla
30,569,AP,Computationally Efficient Regression on a Dependency Graph for Human Pose Estimation,Kota Hara@ Rama Chellappa
1892,570,AP,Hollywood 3D: Recognizing Actions in 3D Natural Scenes,Simon Hadfield@ Richard Bowden
1942,571,AP,3D Visual Proxemics: Recognizing Human Interactions in 3D from a Single Image,Ishani Chakraborty@ Hui Cheng@ Omar Javed
1621,572,AP,Decoding Children&#8217;s Social Behavior,James M. Rehg@ Gregory D. Abowd@ Agata Rozga@ Mario Romero@ Mark A. Clements@ Stan Sclaroff@ Irfan Essa@ Opal Y. Ousley@ Yin Li@ Chanho Kim@ Hrishikesh Rao@ Jonathan C. Kim@ Liliana Lo Presti@ Jianming Zhang@ Denis Lantsman@ Jonathan Bidwell@ Zhefan Ye
1924,573,AP,Capturing Complex Spatio-temporal Relations among Facial Muscles for Facial Expression Recognition,Ziheng Wang@ Shangfei Wang@ Qiang Ji
1882,574,AP,Detecting Pulse from Head Motions in Video,Guha Balakrishnan@ Fredo Durand@ John Guttag
781,575,AP,Towards Contactless@ Low-Cost and Accurate 3D Fingerprint Identification,Ajay Kumar@ Cyril Kwong
2082,576,AP,Robust Discriminative Response Map Fitting with Constrained Local Models,Akshay Asthana@ Stefanos Zafeiriou@ Shiyang Cheng@ Maja Pantic
1354,577,AP,Facial Feature Tracking Under Varying Facial Expressions and Face Poses Based on Restricted Boltzmann Machines,Yue Wu@ Zuoguan Wang@ Qiang Ji
745,578,AP,Detecting and Aligning Faces by Image Retrieval,Xiaohui Shen@ Zhe Lin@ Jonathan Brandt@ Ying Wu
1740,579,AP,Learning SURF Cascade for Fast and Accurate Object Detection,Jianguo Li@ Yimin Zhang
498,580,AP,Deep Convolutional Network Cascade for Facial Point Detection,Yi Sun@ Xiaogang Wang@ Xiaoou Tang
1836,581,AP,Exemplar-Based Face Parsing,Brandon M. Smith@ Li Zhang@ Jonathan Brandt@ Zhe Lin@ Jianchao Yang
1908,582,AP,Graph-Laplacian PCA: Closed-Form Solution and Robustness,Bo Jiang@ Chris Ding@ Bio Luo@ Jin Tang
,582.1,SD,Poster Session: People and Faces,
246,583,AP,Probabilistic Elastic Matching for Pose Variant Face Verification,Haoxiang Li@ Gang Hua@ Zhe Lin@ Jonathan Brandt@ Jianchao Yang
1510,584,AP,Constrained Clustering and Its Application to Face Clustering in Videos,Baoyuan Wu@ Yifan Zhang@ Bao-Gang Hu@ Qiang Ji
172,585,AP,Selective Transfer Machine for Personalized Facial Action Unit Detection,Wen-Sheng Chu@ Fernando De La Torre@ Jeffery F. Cohn
1539,586,AP,The SVM-Minus Similarity Score for Video Face Recognition,Lior Wolf@ Noga Levy
653,587,AP,Face Recognition in Movie Trailers via Mean Sequence Sparse Representation-Based Classification,Enrique G. Ortiz@ Alan Wright@ Mubarak Shah
81,588,AP,Towards Pose Robust Face Recognition,Dong Yi@ Zhen Lei@ Stan Z. Li
1744,589,AP,Single-Sample Face Recognition with Image Corruption and Misalignment via Sparse Illumination Transfer,Liansheng Zhuang@ Allen Y. Yang@ Zihan Zhou@ S. Shankar Sastry@ Yi Ma
1838,590,AP,Fusing Robust Face Region Descriptors via Multiple Metric Learning for Face Recognition in the Wild,Zhen Cui@ Wen Li@ Dong Xu@ Shiguang Shan@ Xilin Chen
158,591,AP,Action Recognition by Hierarchical Sequence Summarization,Yale Song@ Louis-Philippe Morency@ Randall Davis
2119,592,AP,Pixel-Level Hand Detection in Ego-centric Videos,Cheng Li@ Kris M. Kitani
1197,593,AP,Human Pose Estimation Using a Joint Pixel-wise and Part-wise Formulation,L'ubor Ladický@ Philip H.S. Torr@ Andrew Zisserman
353,594,AP,Unsupervised Salience Learning for Person Re-identification,Rui Zhao@ Wanli Ouyang@ Xiaogang Wang
1628,595,AP,Locally Aligned Feature Transforms across Views,Wei Li@ Xiaogang Wang
95,596,AP,Semi-supervised Learning with Constraints for Person Identification in Multimedia Data,Martin Bäuml@ Makarand Tapaswi@ Rainer Stiefelhagen
1080,597,AP,Learning Locally-Adaptive Decision Functions for Person Verification,Zhen Li@ Shiyu Chang@ Feng Liang@ Thomas S. Huang@ Liangliang Cao@ John R. Smith
1827,598,AP,3D Pictorial Structures for Multiple View Articulated Pose Estimation,Magnus Burenius@ Josephine Sullivan@ Stefan Carlsson
1129,599,AP,Pedestrian Detection with Unsupervised Multi-stage Feature Learning,Pierre Sermanet@ Koray Kavukcuoglu@ Soumith Chintala@ Yann Lecun
1683,600,AP,A Joint Model for 2D and 3D Pose Estimation from a Single Image,E. Simo-Serra@ A. Quattoni@ C. Torras@ F. Moreno-Noguer
991,601,AP,Unconstrained Monocular 3D Human Pose Estimation by Action Detection and Cross-Modality Regression Forest,Tsz-Ho Yu@ Tae-Kyun Kim@ Roberto Cipolla
1273,602,AP,Hypergraphs for Joint Multi-view Reconstruction and Multi-object Tracking,Martin Hofmann@ Daniel Wolf@ Gerhard Rigoll
1588,603,AP,Tracking People and Their Objects,Tobias Baumgartner@ Dennis Mitzel@ Bastian Leibe
1384,604,AP,Seeking the Strongest Rigid Detector,Rodrigo Benenson@ Markus Mathias@ Tinne Tuytelaars@ Luc Van_Gool
1310,605,AP,MODEC: Multimodal Decomposable Models for Human Pose Estimation,Ben Sapp@ Ben Taskar
265,606,AP,Detection- and Trajectory-Level Exclusion in Multiple Object Tracking,Anton Milan@ Konrad Schindler@ Stefan Roth
964,607,AP,Optimized Pedestrian Detection for Multiple and Occluded People,Sitapa Rujikietgumjorn@ Robert T. Collins
1811,608,AP,Long-Term Occupancy Analysis Using Graph-Based Optimisation in Thermal Imagery,Rikke Gade@ Anders Jørgensen@ Thomas B. Moeslund
1972,609,AP,Detecting and Naming Actors in Movies Using Generative Appearance Models,Vineet Gandhi@ Remi Ronfard
216,610,AP,Harry Potter&#8217;s Marauder&#8217;s Map: Localizing and Tracking Multiple Persons-of-Interest by Nonnegative Discretization,Shoou-I Yu@ Yi Yang@ Alexander Hauptmann
872,611,AP,Improving an Object Detector and Extracting Regions Using Superpixels,Guang Shu@ Afshin Dehghan@ Mubarak Shah
2061,612,AP,Tracking Human Pose by Tracking Symmetric Parts,Varun Ramakrishna@ Takeo Kanade@ Yaser Sheikh
1944,9000,AP,An Iterated L1 Algorithm for Non-smooth Non-convex Optimization in Computer Vision,Peter Ochs@ Alexey Dosovitskiy@ Thomas Brox@ Thomas Pock
1451,9000,AP,In Defense of Sparsity Based Face Recognition,Weihong Deng@ Jiani Hu@ Jun Guo
